key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-496397754,Dynamic Coalition Structure Detection in Natural Language-based Interactions,2025,,,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,1227-1234,"Kulkarni, A.N. and Liu, A. and Gaglione, J.-R. and Fried, D. and Topcu, U.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009840238&partnerID=40&md5=04d9d2a49fbd755d05db13dda47a5ce9,English,,,,"Export Date: 08 April 2026; Conference name: 24th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2025; Conference date: 19 May 2025 through 23 May 2025; Conference code: 209812",,Coalition Structures;Game Theory;Large Language Models;Multi-Agent Cooperation;Autonomous agents;Computational linguistics;Computational methods;Intelligent agents;Modeling languages;Multi agent systems;Natural language processing systems;Coalition formations;Coalition structure;Dynamic coalitions;Language model;Large language model;Multi agent;Multi agent cooperation;Natural languages;Sequential interactions;Structure detection;Game theory,,
rayyan-496397755,Advancing Strategic Game AI with YOLO and Large Language Models,2025,,,"19th International Conference on Innovations in Intelligent Systems and Applications, INISTA 2025 - Proceedings",,,,,"Haiura, A.-I. and Irimia, C. and Iftene, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030496016&doi=10.1109%2FINISTA68122.2025.11249581&partnerID=40&md5=5786007d8fb91602c2b7ea8bcb896e43,English,,,,"Export Date: 08 April 2026; Conference name: 19th International Conference on Innovations in Intelligent Systems and Applications, INISTA 2025; Conference date: 29 October 2025 through 31 October 2025; Conference code: 217522",10.1109/INISTA68122.2025.11249581,AI;games;LLM;YOLO;Computational linguistics;Game theory;Human computer interaction;Intelligent agents;Interactive computer graphics;Game;Game AI;Internal state;Language model;Large language model;Memory manipulation;Security mechanism;Strategic game;Video-games;YOLO;Artificial intelligence,,
rayyan-496397756,Carrot and Stick: Eliciting Comparison Data and Beyond,2024,,,Advances in Neural Information Processing Systems,,37,,,"Chen, Y. and Feng, S. and Yu, F.-Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000560763&partnerID=40&md5=b255c2b0d8bde8443ed2e2107c2f6db0,English,,,,"Export Date: 08 April 2026; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024; Conference code: 207061",,Bayesian networks;Computation theory;Ising model;Machine learning;Nash equilibrium;Bayesian Nash equilibria;Language model;Learning tasks;Machine-learning;Penalty payment;Prediction mechanisms;Ranking model;Reinforcement learnings;Truth-telling;Truthful mechanisms;Stochastic systems,,
rayyan-496397757,The Agent Perspective In LLM-Based Strategic Information Retrieval Ecosystems,2025,,,SIGIR 2025 - Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,,,,4206,"Mordo, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011822167&doi=10.1145%2F3726302.3730125&partnerID=40&md5=c3b42c7b0e2bd8293c09946119c1ff1d,English,,,,"Export Date: 08 April 2026; Conference name: 48th International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2025; Conference date: 13 July 2025 through 18 July 2025; Conference code: 210356",10.1145/3726302.3730125,competitive search;LLM;sponsored search;Autonomous agents;Competition;Computation theory;Game theory;Human engineering;Information retrieval;Information systems;Information use;Knowledge management;Agent based;Competitive search;Language model;Large language model;Mechanism design;Model-based OPC;Social welfare;Sponsored searches;Theory designs;Ecosystems,,
rayyan-496397758,From Debate to Equilibrium: Belief-Driven Multi-Agent LLM Reasoning via Bayesian Nash Equilibrium,2025,,,Proceedings of Machine Learning Research,,267,,72277-72316,"Xie, Y. and Zhou, Z. and Cao, C. and Niu, Q. and Liu, T. and Han, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023564168&partnerID=40&md5=6b912abb79204c15a2b87688ca94d499,English,,,,"Export Date: 08 April 2026; Conference name: 42nd International Conference on Machine Learning, ICML 2025; Conference date: 13 July 2025 through 19 July 2025; Conference code: 340759",,Bayesian networks;Computation theory;Intelligent agents;Nash equilibrium;Bayesian Nash equilibria;Computational costs;Incomplete information games;Language model;Model reasonings;Multi agent;Multiagent framework;Nash equilibria;Power;Probabilistic belief;Multi agent systems,,
rayyan-496397759,SEGAN: A Semi-Supervised Learning Method for Missing Data Imputation,2025,,,Service Oriented Computing and Applications,,,,,"Pan, X. and Wu, W. and Chen, L. and Li, Z. and Lu, P. and Cao, P. and Wu, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015617945&doi=10.1007%2Fs11761-025-00472-9&partnerID=40&md5=39ad6ce2630313911214431f543d19c1,English,,,,Export Date: 08 April 2026,10.1007/s11761-025-00472-9,Data imputation;Digital service networks;Nash equilibrium;Semi-supervised learning;Information management;Labeled data;Learning algorithms;Learning systems;Nash equilibrium;Semi-supervised learning;Data imputation;Digital service network;Digital services;Effective management;matrix;Missing data imputations;Nash equilibria;Semi-supervised learning;Semi-supervised learning methods;Services network;Matrix algebra,,
rayyan-496397760,AI-GENERATED VIDEO IS THE NEXT LANGUAGE FOR GAME PROTOTYPING: FOCUSING ON OPEN AI'S SORA,2025,,,"Proceedings of the International Conferences on Interfaces and Human Computer Interaction 2025, IHCI 2025; Game and Entertainment Technologies 2025, GET 2025; and Computer Graphics, Visualization, Computer Vision and Image Processing 2025, CGVCVIP 2025 - part of the Multi Conference on Computer S...",,,,54-64,"Lee, J. and Eom, S. and Kang, J.-E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022411995&partnerID=40&md5=1d24bb3a3fc2ffb2e7268cd4033cd4e7,English,,,,"Export Date: 08 April 2026; Conference name: 19th International Conferences on Interfaces and Human Computer Interaction, IHCI 2025; 18th International Conference on Game and Entertainment Technologies, GET 2025; 19th International on Computer Graphics, Visualization, Computer Vision and Image Processing, CGVCVIP 2025 - part of the 19th Multi Conference on Computer Science and Information Systems, MCCSIS 2025; Conference date: 23 July 2025 through 25 July 2025; Conference code: 214252",,Game Design Communication;Generative AI;Mindfulness-Based Cognitive Therapy (MBCT);SORA;Therapeutic Game;Video Prototyping;Artificial intelligence;Automation;Computer games;Game theory;Human computer interaction;Information use;Interactive computer graphics;Multimedia systems;Software design;Software prototyping;Cognitive therapy;Design communication;Domain experts;Game design;Game design communication;Generative AI;Mindfulness-based cognitive therapy;SORA;Therapeutic game;Video prototyping;Game design,,
rayyan-496397761,Indirect Online Preference Optimization via Reinforcement Learning,2025,,,IJCAI International Joint Conference on Artificial Intelligence,,,,538-546,"Wang, E. and Lin, X. and Su, D. and Chenfu, B. and Lv, Z. and Yang, F. and Xu, Y. and Liu, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021842905&doi=10.24963%2Fijcai.2025%2F61&partnerID=40&md5=c08ac88d2fc2fb5acc6bed3934813073,English,,,,"Export Date: 08 April 2026; Conference name: 34th Internationa Joint Conference on Artificial Intelligence, IJCAI 2025; Conference date: 16 August 2025 through 22 August 2025; Conference code: 214151",10.24963/ijcai.2025/61,Adversarial machine learning;Alignment;Game theory;Machine learning;Nash equilibrium;Optimization;Adversarial agent;High quality;Human annotations;Language model;Model refinement;On-line modelling;Online Strategy;Preference data;Preference optimizations;Reinforcement learnings;Iterative methods,,
rayyan-496397762,Evaluating and Enhancing LLMs Agent Based on Theory of Mind in Guandan: A Multi-Player Cooperative Game Under Imperfect Information,2024,,,"Proceedings - 2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2024",,,,461-465,"Yim, Y. and Chan, C. and Shi, T. and Deng, Z. and Fan, W. and Zheng, T. and Song, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007140946&doi=10.1109%2FWI-IAT62293.2024.00074&partnerID=40&md5=e6ab4881d5f4a4bdc6f5c56884b17631,English,,,,"Export Date: 08 April 2026; Conference name: 2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2024; Conference date: 9 December 2024 through 12 December 2024; Conference code: 208696",10.1109/WI-IAT62293.2024.00074,LLM Agent;Multi-agent Collaboration;Theory of Mind;Autonomous agents;Multi agent systems;'current;Agent collaboration;Imperfect information;Language model;Large language model agent;Model agents;Multi agent;Multi-agent collaboration;Performance;Theory of minds;Reinforcement learning,,
rayyan-496397763,Fine-Grained and Thematic Evaluation of LLMs in Social Deduction Game,2025,,,IEEE Access,,13,,165276-165289,"Kim, B. and Seo, D. and Kim, M. and Kim, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017161416&doi=10.1109%2FACCESS.2025.3611399&partnerID=40&md5=3eeead9be25301cc32b9efb9748f955f,English,,,,Export Date: 08 April 2026,10.1109/ACCESS.2025.3611399,autonomous game players;intelligent agents;Large language models;natural language processing;role-playing games;social deduction games;Game theory;Autonomous game player;Fine grained;Game players;Language model;Language processing;Large language model;Natural language processing;Natural languages;Role-playing game;Social deduction game;Intelligent agents,,
rayyan-496397764,Unveiling Market Dynamics and Strategic Interactions in Crypto Arbitrage,2024,,,"2024 6th International Conference on Blockchain Computing and Applications, BCCA 2024",,,,617-623,"Hafeez, M. and Uzmi, Z.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218115235&doi=10.1109%2FBCCA62388.2024.10844387&partnerID=40&md5=80250581ac228fe465d071ee9c945751,English,,,,"Export Date: 08 April 2026; Conference name: 6th International Conference on Blockchain Computing and Applications, BCCA 2024; Conference date: 26 November 2024 through 29 November 2024; Conference code: 206303",10.1109/BCCA62388.2024.10844387,Arbitrage;Automated Market Makers (AMMs);Cryptocurrency;DEX;Game Theory;LLMs;Commerce;Arbitrage;Automated market maker;Decentralised;DEX;Dynamic interaction;LLM;Market dynamics;Market inefficiencies;Market-maker;Strategic interactions;Decentralized finance,,
rayyan-496397765,MORAL ALIGNMENT FOR LLM AGENTS,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,57958-57991,"Tennant, E. and Hailes, S. and Musolesi, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010267336&partnerID=40&md5=5ced3804e7307e195685777285d39242,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,Alignment;Cost effectiveness;Decision making;Intelligent agents;Philosophical aspects;Reinforcement learning;Agent based;Decision making agents;Fine tuning;Human activities;Human values;Intrinsic rewards;Iterated prisoner dilemmas;Language model;Model agents;Research efforts;Agents,,
rayyan-496397766,HiddenTables & PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,2023,,,"EMNLP 2023 - 2023 Conference on Empirical Methods in Natural Language Processing, Proceedings",,,,7144-7159,"Watson, W. and Cho, N. and Balch, T. and Veloso, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184802194&doi=10.18653%2Fv1%2F2023.emnlp-main.442&partnerID=40&md5=0e67f1727e5faf8061f1c2b6cbb69f2c,English,,,,"Export Date: 08 April 2026; Conference name: 2023 Conference on Empirical Methods in Natural Language Processing, EMNLP 2023; Conference date: 6 December 2023 through 10 December 2023; Conference code: 196512",10.18653/v1/2023.emnlp-main.442,Computational linguistics;Data privacy;Game theory;Natural language processing systems;Cell boundary;Complex queries;Context window;Cooperative game;Data confidentiality;Language model;Model agents;Natural languages;Question Answering Task;Tokenization;Taxonomies,,
rayyan-496397767,Quantifying Claim Robustness Through Adversarial Framing: A Conceptual Framework for an AI-Enabled Diagnostic Tool,2025,,,AI (Switzerland),,6,7,,"Faugere, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011664783&doi=10.3390%2Fai6070147&partnerID=40&md5=a6d0e86275a8d73ebe695c8280a95c1b,English,,,,Export Date: 08 April 2026,10.3390/ai6070147,adversarial testing;AI validation;claim robustness;Devil’s advocate;epistemic diagnostics;ideological polarization,,
rayyan-496397768,YOLO-MARL: You Only LLM Once for Multi-Agent Reinforcement Learning,2025,,,IEEE International Conference on Intelligent Robots and Systems,,,,11283-11290,"Zhuang, Y. and Shen, Y. and Zhang, Z. and Chen, Y. and Miao, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029953262&doi=10.1109%2FIROS60139.2025.11245945&partnerID=40&md5=c86ce8f6a07626107a03c5e98238a3bd,English,,,,"Export Date: 08 April 2026; Conference name: 2025 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2025; Conference date: 19 October 2025 through 25 October 2025; Conference code: 217061",10.1109/IROS60139.2025.11245945,"",,
rayyan-496397769,Combining Code Generating Large Language Models and Self-Play to Iteratively Refine Strategies in Games,2025,,,IJCAI International Joint Conference on Artificial Intelligence,,,,10999-11003,"Bachrach, Y. and Toledo, E. and Hambardzumyan, K. and Magka, D. and Josifoski, M. and Jiang, M. and Foerster, J. and Raileanu, R. and Shavrina, T. and Cancedda, N. and Ruderman, A. and Millican, K. and Lupu, A. and Hazra, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021838924&doi=10.24963%2Fijcai.2025%2F1249&partnerID=40&md5=76ba5acad06cf36e85ddbb056a3cba17,English,,,,"Export Date: 08 April 2026; Conference name: 34th Internationa Joint Conference on Artificial Intelligence, IJCAI 2025; Conference date: 16 August 2025 through 22 August 2025; Conference code: 214151",10.24963/ijcai.2025/1249,Artificial intelligence;Bot (Internet);Botnet;Computation theory;Computer games;Game theory;'current;Computer codes;Equilibrium mixtures;Game-theoretic;Language model;Multiplayer games;Nash equilibria;Self-play;Codes (symbols),,
rayyan-496397770,Implementing a Hierarchical Deep Learning Approach for Simulating Multilevel Auction Data,2025,,,Computational Economics,,65,4,2029-2056,"Sadoune, I. and Joanis, M. and Lodi, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001473200&doi=10.1007%2Fs10614-024-10622-4&partnerID=40&md5=a6ef6f604d5bda4abc432f6b81b55c77,English,,,,Export Date: 08 April 2026,10.1007/s10614-024-10622-4,Auction data;Discrete deep generative modeling;Multilevel discrete data;Simulation crafting,,
rayyan-496397771,Playing games with GPT: What can we learn about a large language model from canonical strategic games?,2024,,,ECONOMICS BULLETIN,,44,1,,"Brookins, P and Debacker, J",,English,,"Univ South Carolina, Columbia, SC 29208 USA",,"",,"",,
rayyan-496397775,Large Language Models Playing Mixed Strategy Nash Equilibrium Games,2025,,,"NETWORK GAMES, ARTIFICIAL INTELLIGENCE, CONTROL AND OPTIMIZATION, NETGCOOP 2024",,15185,,142-152,"Silva, A",,English,,"Nokia Bell Labs, Massy, France",,"",10.1007/978-3-031-78600-6_13,Game Theory;LLMs;Generative AI,,
rayyan-496397780,Game-theory behaviour of large language models: The case of Keynesian beauty contests,2025,6,1,ECONOMICS AND BUSINESS REVIEW,,11,2,119-148,"Lu, SE",,English,,"Univ Edinburgh, Sch Econ, 30 Buccleuch Pl, Edinburgh EH89JT, Scotland",,"",10.18559/ebr.2025.2.2182,large language models;economic games;strategic interactions;C63;C70;C90,,
rayyan-496397781,Too Much Information? Investigating Information Disclosure in Auction Systems with LLM Simulations,2025,,,"EXTENDED ABSTRACTS OF THE 2025 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2025",,,,,"Yin, Y and ACM",,English,,,,"",10.1145/3706599.3720022,Multi-Agent Simulation;Information Asymmetry;Strategic Information Disclosure;Large Language Models (LLMs);Mechanism Design;Digital Advertising System,,
rayyan-496397784,Artificial intelligence and strategic uncertainty: Can AI play mixed strategies?,2025,10,,JOURNAL OF RISK AND UNCERTAINTY,,71,2,139-158,"Mccannon, BC",,English,,"Illinois Wesleyan Univ, Robert S Eckley Endowed Chair Econ & Dean, Sch Business & Econ, 1312 Pk St, Bloomington, IL 61701 USA",,"",10.1007/s11166-025-09467-5,artificial intelligence;ChatGPT;Minimax hypothesis;Mixed strategy;Robinson crusoe fallacy;Serial correlation;Strategic uncertainty;D91;C72;RANDOM NUMBER GENERATION;MINIMAX PLAY;COGNITIVE-ABILITY;DECISION-MAKING;PROFESSIONALS;EQUILIBRIA;EXPERIENCE;GAMES;UNIQUE,,
rayyan-496397794,Talking terms: Agent information in LLM supply chain bargaining,2026,2,,DECISION SCIENCES,,57,1,9-23,"Kirshner, SN and Pan, YW and Wu, JX and Gould, A",,English,,"[""UNSW Sydney, UNSW Business Sch, Sydney, Australia"", ""Zhejiang Gongshang Univ, Coll Econ, Hangzhou, Peoples R China""]",,"",10.1111/deci.70010,artificial intelligence;ChatGPT;large language models;negotiation;supply chain bargaining;CONTRACTS;INVESTMENT,,
rayyan-496397802,Matching angels to startups using AI,2025,5,9,CHINA FINANCE REVIEW INTERNATIONAL,,,,,"Cohen, G and Aiche, A and Winer, Z",,English,,"Western Galilee Acad Coll, Dept Management, Akko, Israel",,"",10.1108/CFRI-04-2024-0222,Angel investing;Matching process;Artificial intelligence;Game theory;Predictive modeling;Decision-making;Entrepreneurship;Start-up ecosystem;INVESTMENT,,
rayyan-496397808,Strategizing with AI: Insights from a beauty contest experiment,2025,12,,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,,240,,,"Alekseenko, I and Dagaev, D and Paklina, S and Parshakov, P",,English,,"[""HSE Univ, Lab Sports Studies, Moscow, Russia"", ""Univ Lausanne, HEC Lausanne, Lausanne, Switzerland"", ""New Econ Sch, Moscow, Russia"", ""HSE Univ, Int Lab Intangible Driven Econ, Moscow, Russia""]",,"",10.1016/j.jebo.2025.107330,p -beauty contest;Guess the number;Dominant strategy;AI;LLM;COGNITIVE-ABILITY;GAME;BEHAVIOR;CHESS,,
